uid,groundtruth_index,expert_label
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-61,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-40,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-35,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-RSRepair-DifferentFragPatches-75,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Kali-DifferentFragPatches-0,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-GenProg-DifferentFragPatches-592,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-GenProg-DifferentFragPatches-582,type-3
wangicse-defects4j-Math-81-TBar-patch1,dl4pc2-defects4j-Math-81-Dynamoth-DifferentFragPatches-0,type-3
wangicse-defects4j-Math-81-TBar-patch1,aprenfl-defects4j-Math-81-ACS-Patch_11_1,type-3
wangicse-defects4j-Math-81-TBar-patch1,aprenfl-defects4j-Math-81-RSRepair-A-Patch_2_1,type-3
wangicse-defects4j-Math-81-TBar-patch1,aprenfl-defects4j-Math-81-FixMiner-Patch_19_8,type-3
wangicse-defects4j-Math-81-TBar-patch1,aprenfl-defects4j-Math-81-GenProg-A-Patch_1_1,type-3
wangicse-defects4j-Math-81-TBar-patch1,aprenfl-defects4j-Math-81-SimFix-Patch_642_642,type-3
wangicse-defects4j-Math-81-TBar-patch1,aprenfl-defects4j-Math-81-kPAR-Patch_19_8,type-3
wangicse-defects4j-Math-81-TBar-patch1,aprenfl-defects4j-Math-81-DynaMoth-Patch_1_1,type-3
wangicse-defects4j-Math-81-TBar-patch1,aprenfl-defects4j-Math-81-AVATAR-Patch_108_32,type-3
wangicse-defects4j-Math-81-TBar-patch1,aprenfl-defects4j-Math-81-Nopol-Patch_1_1,type-3
wangicse-defects4j-Math-81-TBar-patch1,defectrepairing-defects4j-Math-81-jGenprog-Patch62,type-3
wangicse-defects4j-Math-81-TBar-patch1,defectrepairing-defects4j-Math-81-jKali-Patch63,type-3
wangicse-defects4j-Math-81-TBar-patch1,defectrepairing-defects4j-Math-81-Nopol2015-Patch64,type-3
wangicse-defects4j-Math-81-TBar-patch1,defectrepairing-defects4j-Math-81-ACS-Patch202,type-3
wangicse-defects4j-Math-81-TBar-patch1,defectrepairing-defects4j-Math-81-Nopol2017-Patch173,type-3
wangicse-defects4j-Math-81-TBar-patch1,drr-defects4j-Math-81-ACS-patch1,type-3
wangicse-defects4j-Math-81-TBar-patch1,drr-defects4j-Math-81-DeepRepair-patch1,type-3
wangicse-defects4j-Math-81-TBar-patch1,drr-defects4j-Math-81-SimFix-patch1,type-3
wangicse-defects4j-Math-81-TBar-patch1,wangicse-defects4j-Math-81-ACS-patch1,type-3
wangicse-defects4j-Math-81-TBar-patch1,wangicse-defects4j-Math-81-FixMiner-patch1,type-3
wangicse-defects4j-Math-81-TBar-patch1,wangicse-defects4j-Math-81-Kali-patch1,type-3
wangicse-defects4j-Math-81-TBar-patch1,wangicse-defects4j-Math-81-RSRepair-patch1,type-3
wangicse-defects4j-Math-81-TBar-patch1,wangicse-defects4j-Math-81-SimFix-patch1,type-3
wangicse-defects4j-Math-81-TBar-patch1,wangicse-defects4j-Math-81-kPAR-patch1,type-3
wangicse-defects4j-Math-81-TBar-patch1,wangicse-defects4j-Math-81-GenProg-patch1,type-3
wangicse-defects4j-Math-81-TBar-patch1,wangicse-defects4j-Math-81-jMutRepair-patch1,type-3
wangicse-defects4j-Math-81-TBar-patch1,wangicse-defects4j-Math-81-DynaMoth-patch1,type-3
wangicse-defects4j-Math-81-TBar-patch1,wangicse-defects4j-Math-81-AVATAR-patch1,type-3
wangicse-defects4j-Math-81-TBar-patch1,wangicse-defects4j-Math-81-Nopol-patch1,type-3
wangicse-defects4j-Math-81-TBar-patch1,wangicse-defects4j-Math-81-jGenProg-patch1,type-3
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-53,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-63,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-125,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-45,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-41,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-80,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-50,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-84,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-55,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-116,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-52,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-56,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-34,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-51,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-78,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-131,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-87,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-121,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-129,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-115,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-119,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Arja-118,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-12,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-13,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-8,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-10,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-6,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-11,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-21,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-5,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-27,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-9,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-19,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-23,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-18,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-3,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-Kali-DifferentFragPatches-0,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-108,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-94,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-95,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-183,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-82,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-106,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-405,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-7,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-25,type-1
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-22,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-RSRepair-20,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-292,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-236,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-199,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-469,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-257,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-314,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-478,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-323,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-5,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-429,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-383,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-310,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,dl4pc2-defects4j-Closure-22-GenProg-319,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,aprenfl-defects4j-Closure-22-AVATAR-Patch_77_31,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,defectrepairing-defects4j-Closure-22-Nopol2017-Patch109,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,wangicse-defects4j-Closure-22-Kali-patch1,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,wangicse-defects4j-Closure-22-RSRepair-patch1,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,wangicse-defects4j-Closure-22-SimFix-patch1,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,wangicse-defects4j-Closure-22-GenProg-patch1,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,wangicse-defects4j-Closure-22-jMutRepair-patch1,type-1
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,wangicse-defects4j-Closure-22-jKali-patch1,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,wangicse-defects4j-Closure-22-AVATAR-patch1,not-clone
aprenfl-defects4j-Closure-22-TBar-Patch_5_5,defects4j-Closure-22-developer,not-clone
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-Arja-DifferentFragPatches-53,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-Arja-DifferentFragPatches-8,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-Arja-DifferentFragPatches-41,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-Arja-DifferentFragPatches-42,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-Arja-DifferentFragPatches-31,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-Arja-DifferentFragPatches-5,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-Arja-DifferentFragPatches-39,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-Arja-DifferentFragPatches-48,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-Nopol-DifferentFragPatches-0,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-12,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-24,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-8,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-30,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-25,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-16,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-15,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-22,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-17,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-4,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-11,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-14,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-2,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-9,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-0,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-26,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-29,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-28,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-RSRepair-DifferentFragPatches-3,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-Kali-DifferentFragPatches-0,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-GenProg-DifferentFragPatches-385,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-GenProg-DifferentFragPatches-343,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-GenProg-DifferentFragPatches-493,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-GenProg-DifferentFragPatches-301,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-GenProg-DifferentFragPatches-478,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-GenProg-DifferentFragPatches-230,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-GenProg-DifferentFragPatches-365,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-GenProg-DifferentFragPatches-254,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-GenProg-DifferentFragPatches-298,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-GenProg-DifferentFragPatches-345,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-GenProg-DifferentFragPatches-373,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-GenProg-DifferentFragPatches-78,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,dl4pc2-defects4j-Closure-21-Dynamoth-DifferentFragPatches-0,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,aprenfl-defects4j-Closure-21-GenProg-A-Patch_61_20,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,aprenfl-defects4j-Closure-21-SimFix-Patch_15_15,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,aprenfl-defects4j-Closure-21-AVATAR-Patch_15_4,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,wangicse-defects4j-Closure-21-Arja-patch1,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,wangicse-defects4j-Closure-21-Kali-patch1,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,wangicse-defects4j-Closure-21-RSRepair-patch1,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,wangicse-defects4j-Closure-21-SimFix-patch1,type-4
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,wangicse-defects4j-Closure-21-GenProg-patch1,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,wangicse-defects4j-Closure-21-jMutRepair-patch1,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,wangicse-defects4j-Closure-21-jKali-patch1,type-3
aprenfl-defects4j-Closure-21-TBar-Patch_260_40,wangicse-defects4j-Closure-21-AVATAR-patch1,type-4
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-53,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-63,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-125,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-45,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-41,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-80,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-50,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-84,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-55,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-116,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-52,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-56,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-34,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-51,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-DifferentFragPatches-78,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-131,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-87,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-121,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-129,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-115,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-119,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Arja-118,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-12,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-13,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-8,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-10,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-6,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-11,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-21,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-5,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-27,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-9,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-19,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-23,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-18,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-DifferentFragPatches-3,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-Kali-DifferentFragPatches-0,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-108,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-94,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-95,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-183,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-82,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-106,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-405,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-DifferentFragPatches-7,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-25,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-22,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-RSRepair-20,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-292,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-236,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-199,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-469,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-257,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-314,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-478,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-323,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-5,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-429,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-383,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-310,type-3
wangicse-defects4j-Closure-22-TBar-patch1,dl4pc2-defects4j-Closure-22-GenProg-319,type-3
wangicse-defects4j-Closure-22-TBar-patch1,aprenfl-defects4j-Closure-22-AVATAR-Patch_77_31,type-3
wangicse-defects4j-Closure-22-TBar-patch1,defectrepairing-defects4j-Closure-22-Nopol2017-Patch109,type-3
wangicse-defects4j-Closure-22-TBar-patch1,wangicse-defects4j-Closure-22-Kali-patch1,type-3
wangicse-defects4j-Closure-22-TBar-patch1,wangicse-defects4j-Closure-22-RSRepair-patch1,type-3
